Accession,Species,Genus,Family,Length,Host,GenBank_Title
NC_030943,Gordonia phage Blueberry,,Siphoviridae,54990,Gordonia terrae,"Gordonia phage Blueberry, complete genome"
NC_030944,Gordonia virus Demosthenes,Demosthenesvirus,Siphoviridae,74073,Gordonia terrae,"Gordonia phage Demosthenes, complete genome"
NC_030945,Bacillus phage BalMu-1,,Myoviridae,39873,Bacillus alcalophilus ATCC 27647 = CGMCC 1.3604,"Bacillus phage BalMu-1 copy 1, complete genome"
NC_030946,Streptococcus phage phiARI0923,,Siphoviridae,33477,Streptococcus pneumoniae,"Streptococcus phage phiARI0923, complete genome"
NC_030947,Clostridium phage phiCT19406B,,Myoviridae,38243,Clostridium tetani,"Clostridium phage phiCT19406B, complete genome"
NC_030948,Ralstonia phage RSP15,,Ackermannviridae,167619,Ralstonia,"Ralstonia phage RSP15 DNA, complete genome"
NC_030949,Clostridium phage phiCTC2A,,Siphoviridae,47020,Clostridium tetani,"Clostridium phage phiCTC2A, complete genome"
NC_030950,Clostridium phage phiCT19406A,,Siphoviridae,47020,Clostridium tetani,"Clostridium phage phiCT19406A, complete genome"
NC_030951,Clostridium phage phiCTC2B,,Myoviridae,38243,Clostridium tetani,"Clostridium phage phiCTC2B, complete genome"
NC_030694,Gordonia phage Rosalind,Soupsvirus,Siphoviridae,52684,Gordonia terrae,"Gordonia phage Rosalind, complete genome"
NC_030695,Gordonia phage KatherineG,Soupsvirus,Siphoviridae,52689,Gordonia terrae,"Gordonia phage KatherineG, complete genome"
NC_030696,Gordonia virus Smoothie,Smoothievirus,Siphoviridae,93139,Gordonia terrae,"Gordonia phage Smoothie, complete genome"
NC_030698,Gordonia virus Soups,Soupsvirus,Siphoviridae,52924,Gordonia terrae,"Gordonia phage Soups, complete genome"
NC_030652,Staphylococcus virus 80,Phietavirus,Siphoviridae,42140,,"Staphylococcus phage 80, complete genome"
NC_030458,Chimpanzee faeces associated microphage 3,,Microviridae,5016,,"Chimpanzee faeces associated microphage 3 isolate CPNG_29300, complete genome"
NC_030472,Chimpanzee faeces associated microphage 1,,Microviridae,4851,,"Chimpanzee faeces associated microphage 1 isolate CPNG_29298, complete genome"
NC_030476,Chimpanzee faeces associated microphage 2,,Microviridae,5184,,"Chimpanzee faeces associated microphage 2 isolate CPNG_29299, complete genome"
NC_029057,Vibrio phage qdvp001,,Myoviridae,134742,Vibrio parahaemolyticus,"Vibrio phage qdvp001, partial genome"
NC_029058,Lactobacillus phage LfeInf,,Herelleviridae,106071,Lactobacillus fermentum,"Lactobacillus phage LfeInf, complete genome"
NC_029059,Mycobacterium phage Edtherson,Fromanvirus,Siphoviridae,51492,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Edtherson, complete genome"
NC_029060,Gordonia phage GordDuk1,Gordtnkvirus,Siphoviridae,76276,Gordonia sp.,"Gordonia phage GordDuk1, complete genome"
NC_029061,Rhodoferax phage P26218,,Podoviridae,36315,Rhodoferax sp. IMCC26218,"Rhodoferax phage P26218, complete genome"
NC_029065,Pseudomonas virus VCM,Otagovirus,Myoviridae,98765,Pseudomonas,"Pseudomonas phage VCM genome assembly VCM, chromosome : 1"
NC_029066,Pseudomonas phage PS-1,,Siphoviridae,48666,Pseudomonas sp. 1-1-1b,"Pseudomonas phage PS-1 DNA, complete sequence"
NC_029067,Vibrio phage eugene 12A10,,Myoviridae,138234,Vibrio sp. 12A10,Vibrio phage eugene 12A10 genomic sequence
NC_029068,Lactobacillus phage LfeSau,,Siphoviridae,31703,Lactobacillus fermentum,"Lactobacillus phage LfeSau, complete genome"
NC_029070,Cronobacter phage Dev-CD-23823,,Podoviridae,41620,Cronobacter,Cronobacter phage Dev-CD-23823 complete sequence
NC_029071,Salmonella phage 36,Tlsvirus,Siphoviridae,41085,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage 36, complete genome"
NC_029072,Salmonella phage 19,,Myoviridae,94766,Salmonella enterica subsp. enterica serovar Paratyphi A,"Salmonella phage 19, complete genome"
NC_029073,Geobacillus virus E3,,Siphoviridae,141298,,"Geobacillus virus E3, complete genome"
NC_029074,Gordonia virus GordTnk2,Gordtnkvirus,Siphoviridae,75987,Gordonia sp.,"Gordonia phage GordTnk2, complete genome"
NC_029075,Achromobacter phage JWF,,Siphoviridae,81541,Achromobacter xylosoxidans,"Achromobacter phage JWF, complete genome"
NC_029077,Mycobacterium phage VohminGhazi,Fromanvirus,Siphoviridae,52155,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage VohminGhazi, complete genome"
NC_029078,Erysipelothrix phage SE-1,,Siphoviridae,34997,Erysipelothrix rhusiopathiae,"Erysipelothrix phage SE-1, complete genome"
NC_029079,Mycobacterium phage Dusk,Kostyavirus,Siphoviridae,75339,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Dusk, complete genome"
NC_029080,Staphylococcus phage 812,Kayvirus,Herelleviridae,142096,Staphylococcus,"Staphylococcus phage 812, complete genome"
NC_029081,Pectobacterium virus Peat1,Phimunavirus,Podoviridae,45633,Pectobacterium atrosepticum,"Pectobacterium phage Peat1, complete genome"
NC_029083,Pseudomonas phage PaoP5,Pakpunavirus,Myoviridae,93464,Pseudomonas aeruginosa PAO1,"Pseudomonas phage PaoP5, complete genome"
NC_029084,Paenibacillus virus Rani,Sitaravirus,Siphoviridae,37990,Paenibacillus larvae,"Bacteriophage Rani, complete genome"
NC_029091,Escherichia virus APCEc01,Mosigvirus,Myoviridae,168771,Escherichia coli,"Escherichia phage APCEc01, complete genome"
NC_029092,Caulobacter phage Percy,,Podoviridae,44974,Caulobacter sp.,"Caulobacter phage Percy, complete genome"
NC_029093,Mycobacterium phage Mindy,Kostyavirus,Siphoviridae,75796,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Mindy, complete genome"
NC_029094,Pseudoalteromonas phage H101,,Myoviridae,131903,Pseudoalteromonas marina,"Pseudoalteromonas phage H101, complete genome"
NC_029097,Rhodobacter virus RcTitan,Titanvirus,Siphoviridae,44496,Rhodobacter capsulatus YW1,"Rhodobacter phage RcTitan, complete genome"
NC_029098,Streptomyces virus Jay2Jay,Samistivirus,Siphoviridae,133531,Streptomyces lividans,"Streptomyces phage Jay2Jay, complete genome"
NC_029099,Klebsiella virus KP36,Webervirus,Siphoviridae,49797,Klebsiella pneumoniae,"Klebsiella phage KP36, complete genome"
NC_029100,Pseudoalteromonas phage Pq0,,Siphoviridae,33399,Pseudoalteromonas sp. Bq0,"Pseudoalteromonas phage Pq0, complete genome"
NC_029101,Pseudomonas phage YH30,Litunavirus,Podoviridae,72192,Pseudomonas aeruginosa,"Pseudomonas phage YH30, complete genome"
NC_029102,Enterobacter phage E-2,Teseptimavirus,Podoviridae,36051,Enterobacter cloacae,"Enterobacter phage E-2, complete genome"
NC_029104,Brevibacillus phage Jimmer1,Jimmervirus,Myoviridae,54312,Brevibacillus laterosporus,"Brevibacillus phage Jimmer1, complete genome"
NC_029106,Achromobacter phage phiAxp-2,,Siphoviridae,62220,Achromobacter xylosoxidans,"Achromobacter phage phiAxp-2, complete genome"
NC_029107,Ralstonia phage RS138,,Siphoviridae,41941,Ralstonia solanacearum,"Ralstonia phage RS138 DNA, complete genome"
NC_029116,Clostridium phage phiCDHM13,,Myoviridae,33596,Clostridioides difficile,Clostridium phage phiCDHM13 complete genome
NC_029118,Lactococcus phage GE1,,Siphoviridae,24847,Lactococcus garvieae,"Lactococcus phage GE1, complete genome"
NC_029119,Staphylococcus phage SPbeta-like,Spbetavirus,Siphoviridae,127726,Staphylococcus epidermidis 36-1,"Staphylococcus phage SPbeta-like, complete genome"
NC_029120,Shigella virus 7502Stx,Diegovirus,Podoviridae,60875,Shigella sonnei,"Shigella phage 75/02 Stx, complete genome"
NC_029121,Bacillus virus Bp8pC,Agatevirus,Herelleviridae,151417,Bacillus pumilus,"Bacillus phage Bp8p-C, complete genome"
NC_029050,Salmonella phage 21,,Myoviridae,51896,Salmonella enterica subsp. enterica serovar Paratyphi A,"Salmonella phage 21, complete genome"
NC_029046,Sinorhizobium phage phiLM21,,Siphoviridae,50827,Sinorhizobium sp. LM21,"Sinorhizobium phage phiLM21, complete genome"
NC_029047,Verrucomicrobia phage P8625,,Siphoviridae,32894,Puniceicoccales,"Verrucomicrobia phage P8625, complete genome"
NC_029048,Clostridium phage phiCD211,,Siphoviridae,131704,Clostridioides difficile,"Clostridium phage phiCD211, complete genome"
NC_029045,Salmonella phage 37,Chivirus,Siphoviridae,60216,Salmonella enterica subsp. enterica serovar Gallinarum,"Salmonella phage 37, complete genome"
NC_029042,Salmonella virus 38,Kuttervirus,Ackermannviridae,156833,Salmonella enterica subsp. enterica serovar Typhi,"Salmonella phage 38, complete genome"
NC_029043,Mycobacterium phage SweetiePie,Fromanvirus,Siphoviridae,53184,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage SweetiePie, complete genome"
NC_029044,Mycobacterium virus Bxz1,Bixzunavirus,Myoviridae,154434,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Breeniome, complete genome"
NC_024206,Lactobacillus phage phi jlb1,,Myoviridae,38269,Lactobacillus gasseri ADH,"Lactobacillus phage phi jlb1, complete genome"
NC_024329,Podovirus Lau218,,Podoviridae,39425,,"Podovirus Lau218 strain Abe, complete genome"
NC_028745,Pseudomonas virus DL60,Pbunavirus,Myoviridae,66103,Pseudomonas aeruginosa PAO1,"Pseudomonas phage DL60, complete genome"
NC_028746,Paenibacillus virus Harrison,Harrisonvirus,Siphoviridae,44249,Paenibacillus larvae,"Paenibacillus phage Harrison, complete genome"
NC_028747,Mycobacterium virus Brusacoram,Fishburnevirus,Siphoviridae,47618,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Brusacoram, complete genome"
NC_028748,Bacillus phage vB_BtS_BMBtp3,,Siphoviridae,51366,Bacillus thuringiensis serovar tenebrionis str. YBT-1765,"Bacillus phage vB_BtS_BMBtp3, complete genome"
NC_028749,Brevibacillus phage Sundance,,Siphoviridae,134270,Brevibacillus laterosporus,"Brevibacillus phage Sundance, complete genome"
NC_028750,Klebsiella virus Matisse,Slopekvirus,Myoviridae,176081,Klebsiella pneumoniae,"Klebsiella phage Matisse, complete genome"
NC_028751,Mycobacterium phage Quico,Cheoctovirus,Siphoviridae,58671,Mycolicibacterium smegmatis,"Mycobacterium phage Quico, complete genome"
NC_028754,Salmonella virus Shivani,Tequintavirus,Siphoviridae,120098,Salmonella enterica subsp. enterica serovar Typhimurium,"Salmonella phage Shivani, complete genome"
NC_028755,Citrobacter phage Margaery,,Myoviridae,178182,Citrobacter sp.,"Citrobacter phage Margaery, complete genome"
NC_028757,Mycobacterium phage Tiffany,Fromanvirus,Siphoviridae,50768,Mycobacterium,"Mycobacterium phage Tiffany, complete genome"
NC_028758,Paenibacillus virus Hb10c2,Sitaravirus,Siphoviridae,35644,Paenibacillus larvae,"Paenibacillus phage HB10c2, complete genome"
NC_028759,Mycobacterium phage Mufasa,Timquatrovirus,Siphoviridae,58065,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Mufasa, complete genome"
NC_028760,Klebsiella virus KLPN1,Webervirus,Siphoviridae,49037,Klebsiella pneumoniae,"Klebsiella phage KLPN1, complete genome"
NC_028762,Proteus phage vB_PmiM_Pm5461,,Myoviridae,161989,Proteus mirabilis,"Proteus phage vB_PmiM_Pm5461, complete genome"
NC_028763,Polaribacter virus P12002S,Incheonvrus,Siphoviridae,49847,Polaribacter,"Polaribacter phage P12002S, complete genome"
NC_028764,Clostridium phage phiCD505,Lubbockvirus,Myoviridae,49316,Clostridioides difficile,"Clostridium phage phiCD505, complete genome"
NC_028765,Staphylococcus virus Rodi,Kayvirus,Herelleviridae,142348,Staphylococcus sp.,"Staphylococcus phage phiIPLA-RODI, complete genome"
NC_028766,Mannheimia phage vB_MhM_3927AP2,,Myoviridae,33755,Mannheimia haemolytica,"Mannheimia phage vB_MhM_3927AP2, complete genome"
NC_028767,Paenibacillus virus Vegas,Vegasvirus,Siphoviridae,45653,Paenibacillus larvae,"Paenibacillus phage Vegas, complete genome"
NC_028768,Achromobacter virus JWX,Steinhofvirus,Siphoviridae,49714,Achromobacter xylosoxidans,"Achromobacter phage JWX, complete genome"
NC_028770,Pseudomonas virus PaMx11,Abidjanvirus,Siphoviridae,59878,Pseudomonas aeruginosa,"Pseudomonas phage PaMx11, complete genome"
NC_028772,Enterobacter phage phiEap-1,Przondovirus,Podoviridae,39133,Klebsiella aerogenes,"Enterobacter phage phiEap-1, complete genome"
NC_028773,Cronobacter phage S13,,Myoviridae,182145,Cronobacter sakazakii,"Cronobacter phage S13, complete genome"
NC_028774,Klebsiella virus Sushi,Webervirus,Siphoviridae,48754,Klebsiella pneumoniae,"Klebsiella phage Sushi, complete genome"
NC_028775,Staphylococcus phage 23MRA,Biseptimavirus,Siphoviridae,43098,Staphylococcus aureus,"Staphylococcus phage 23MRA, complete genome"
NC_028776,Escherichia virus Cajan,Seuratvirus,Siphoviridae,59670,Escherichia coli K-12,"Enterobacteria phage CAjan, complete genome"
NC_028777,Bacillus virus Stills,Slashvirus,Siphoviridae,80798,Bacillus megaterium,"Bacillus phage Stills, complete genome"
NC_028778,Mycobacterium phage Snenia,Bronvirus,Siphoviridae,75626,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Snenia, complete genome"
NC_028779,Mycobacterium phage Carcharodon,Charlievirus,Siphoviridae,43680,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Carcharodon, complete genome"
NC_028780,Escherichia phage slur07,Tequatrovirus,Myoviridae,167124,Escherichia,"Escherichia phage slur07, complete genome"
NC_028782,Bacillus phage Pavlov,Pagevirus,Podoviridae,40024,Bacillus megaterium,"Bacillus phage Pavlov, complete genome"
NC_028783,Lactobacillus phage iLp84,,Siphoviridae,39399,Lactobacillus paracasei,"Lactobacillus phage iLp84, complete genome"
NC_028784,Mycobacterium phage Tasp14,Fromanvirus,Siphoviridae,51409,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Tasp14, complete genome"
NC_028785,Mycobacterium phage NelitzaMV,Kostyavirus,Siphoviridae,72790,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage NelitzaMV, complete genome"
NC_028786,Klebsiella virus 1513,Webervirus,Siphoviridae,49462,Klebsiella pneumoniae,"Klebsiella phage 1513, complete genome"
NC_028788,Paenibacillus virus Diva,Sitaravirus,Siphoviridae,37246,Paenibacillus larvae,"Bacteriophage Diva, complete genome"
NC_028789,Bacillus phage VMY22,,Podoviridae,18609,Bacillus cereus,"Bacillus phage VMY22, complete genome"
NC_028791,Mycobacterium phage MOOREtheMARYer,Liefievirus,Siphoviridae,44492,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage MOOREtheMARYer, complete genome"
NC_028792,Mycobacterium phage Kimberlium,Cheoctovirus,Siphoviridae,56826,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Kimberlium, complete genome"
NC_028794,Mycobacterium phage Piro94,Fromanvirus,Siphoviridae,52647,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Piro94, complete genome"
NC_028795,Enterobacter phage E-3,Teseptimavirus,Podoviridae,31522,Enterobacter cloacae,"Enterobacter phage E-3, complete genome"
NC_028796,Mycobacterium virus Phayonce,Phayoncevirus,Siphoviridae,49203,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Phayonce, complete genome"
NC_028798,Mycobacterium phage MarQuardt,Fromanvirus,Siphoviridae,50882,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage MarQuardt, complete genome"
NC_028799,Vibrio phage phi 1,,Podoviridae,66708,Vibrio cholerae,"Vibrio phage phi 1, complete genome"
NC_028800,Klebsiella virus K5,Przondovirus,Podoviridae,41698,Klebsiella pneumoniae,"Klebsiella phage K5, complete genome"
NC_028801,Mycobacterium phage Vortex,Pegunavirus,Siphoviridae,68346,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Vortex, complete sequence"
NC_028802,Mycobacterium phage UnionJack,Fromanvirus,Siphoviridae,49158,Mycobacterium,"Mycobacterium phage UnionJack, complete genome"
NC_028803,Mycobacterium virus Osmaximus,Pegunavirus,Siphoviridae,69118,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage OSmaximus, complete genome"
NC_028804,Mycobacterium phage Barriga,Fromanvirus,Siphoviridae,52643,Mycolicibacterium smegmatis,"Mycobacterium phage Barriga, complete genome"
NC_028805,Brevibacillus virus Jenst,Jenstvirus,Siphoviridae,126341,Brevibacillus laterosporus,"Brevibacillus phage Jenst, complete genome"
NC_028807,Streptomyces phage SF1,,Siphoviridae,43150,Streptomyces flavovirens,"Streptomyces phage SF1, complete genome"
NC_028808,Escherichia virus SUSP1,Suspvirus,Myoviridae,90743,Escherichia coli str. K-12 substr. MG1655,"Escherichia phage SUSP1, complete genome"
NC_028809,Pseudomonas virus PaMx74,Pamexvirus,Siphoviridae,58637,Pseudomonas aeruginosa,"Pseudomonas phage PaMx74, partial genome"
NC_028810,Mycobacterium phage Rufus,Fromanvirus,Siphoviridae,52357,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Rufus, complete genome"
NC_028812,Proteus phage pPM_01,Chivirus,Siphoviridae,58546,Proteus mirabilis,"Proteus phage pPM_01, complete genome"
NC_028813,Mycobacterium phage Seagreen,Cheoctovirus,Siphoviridae,57766,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Seagreen, complete genome"
NC_028815,Mycobacterium phage Nhonho,Fromanvirus,Siphoviridae,51355,Mycolicibacterium smegmatis,"Mycobacterium phage Nhonho, complete genome"
NC_028816,Klebsiella virus SU503,Drulisvirus,Podoviridae,43809,Klebsiella pneumoniae,"Klebsiella phage vB_KpnP_SU503, complete genome"
NC_028817,Pseudomonas phage K8,Pakpunavirus,Myoviridae,93879,Pseudomonas aeruginosa PAK,"Pseudomonas phage K8, complete genome"
NC_028818,Streptomyces virus TP1604,Woodruffvirus,Siphoviridae,57168,Streptomyces griseus,"Streptomyces phage TP1604, complete genome"
NC_028819,Pseudoalteromonas phage H103,,Siphoviridae,43190,Pseudoalteromonas marina,"Pseudoalteromonas Phage H103, complete genome"
NC_028820,Yersinia virus TG1,Tegunavirus,Myoviridae,162101,Yersinia enterocolitica,"Yersinia phage vB_YenM_TG1, complete genome"
NC_028821,Staphylococcus phage StB20-like,,Siphoviridae,40670,Staphylococcus epidermidis 36-1,"Staphylococcus phage StB20-like, complete genome"
NC_028822,Escherichia phage P483,Teseptimavirus,Podoviridae,40829,Escherichia coli,"Escherichia phage P483, complete genome"
NC_028823,Mycobacterium phage Bipolar,Cheoctovirus,Siphoviridae,58985,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage Bipolar, complete genome"
NC_028825,Escherichia virus AYO145A,Felixounavirus,Myoviridae,87372,Escherichia coli O145:NM,"Escherichia phage vB_EcoM_AYO145A, complete genome"
NC_028826,Enterococcus phage IME-EFm5,,Siphoviridae,42265,Enterococcus faecium,"Enterococcus phage IME-EFm5, complete genome"
NC_028827,Streptomyces virus Lannister,Likavirus,Siphoviridae,50165,Streptomyces venezuelae ATCC 10712,"Streptomyces phage Lannister, complete genome"
NC_028828,Mycobacterium phage TheloniousMonk,Fromanvirus,Siphoviridae,52055,Mycolicibacterium smegmatis MC2 155,"Mycobacterium phage TheloniousMonk, complete genome"
NC_028829,Vibrio virus ValKK3,Schizotequatrovirus,Myoviridae,248088,Vibrio alginolyticus NBRC 15630 = ATCC 17749,"Vibrio phage ValKK3, complete genome"
NC_028830,Lactobacillus phage iA2,,Siphoviridae,34155,Lactobacillus paracasei,"Lactobacillus phage iA2, complete genome"
NC_028831,Escherichia phage slur01,Seuratvirus,Siphoviridae,61235,Escherichia coli,"Escherichia phage slur01, complete genome"
NC_028832,Mycobacterium phage Omnicron,Timquatrovirus,Siphoviridae,61511,Mycolicibacterium smegmatis MC2 155,"Mycobacteriophage Omnicron, complete genome"
NC_028834,Achromobacter virus 83-24,Steinhofvirus,Siphoviridae,48216,Achromobacter xylosoxidans,"Achromobacter phage 83-24, complete genome"
NC_028835,Lactobacillus phage CL2,,Siphoviridae,38751,Lactobacillus paracasei,"Lactobacillus phage CL2, complete genome"
NC_028836,Pseudomonas phage DL62,Phikmvvirus,Podoviridae,42508,Pseudomonas aeruginosa PAO1,"Pseudomonas phage DL62, complete genome"
