Accession,Species,Genus,Family,Length,Host,GenBank_Title
MK448591,Streptococcus satellite phage Javan635,,,9658,Streptococcus uberis,"Streptococcus satellite phage Javan635, complete genome"
MK448592,Streptococcus satellite phage Javan641,,,9866,Streptococcus urinalis 2285-97,"Streptococcus satellite phage Javan641, complete genome"
MK448593,Streptococcus satellite phage Javan643,,,9866,Streptococcus urinalis FB127-CNA-2,"Streptococcus satellite phage Javan643, complete genome"
MK448594,Streptococcus satellite phage Javan644,,,8430,Streptococcus urinalis FB127-CNA-2,"Streptococcus satellite phage Javan644, complete genome"
MK448595,Streptococcus satellite phage Javan646,,,9866,Streptococcus urinalis,"Streptococcus satellite phage Javan646, complete genome"
MK448596,Streptococcus satellite phage Javan647,,,8430,Streptococcus urinalis,"Streptococcus satellite phage Javan647, complete genome"
MK448597,Streptococcus satellite phage Javan649,,,8430,Streptococcus urinalis,"Streptococcus satellite phage Javan649, complete genome"
MK448598,Streptococcus satellite phage Javan650,,,9866,Streptococcus urinalis,"Streptococcus satellite phage Javan650, complete genome"
MK448599,Streptococcus satellite phage Javan651,,,8936,Streptococcus vestibularis,"Streptococcus satellite phage Javan651, complete genome"
MK448600,Streptococcus satellite phage Javan652,,,9984,Streptococcus vestibularis ATCC 49124,"Streptococcus satellite phage Javan652, complete genome"
MK448601,Streptococcus satellite phage Javan653,,,13384,Streptococcus vestibularis F0396,"Streptococcus satellite phage Javan653, complete genome"
MK448602,Streptococcus satellite phage Javan66,,,10673,Streptococcus anginosus C238,"Streptococcus satellite phage Javan66, complete genome"
MK448603,Streptococcus satellite phage Javan67,,,10673,Streptococcus anginosus subsp. whileyi CCUG 39159,"Streptococcus satellite phage Javan67, complete genome"
MK448604,Streptococcus satellite phage Javan70,,,12900,Streptococcus anginosus DORA_7,"Streptococcus satellite phage Javan70, complete genome"
MK448605,Streptococcus satellite phage Javan71,,,9151,Streptococcus anginosus F0211,"Streptococcus satellite phage Javan71, complete genome"
MK448606,Streptococcus satellite phage Javan72,,,13496,Streptococcus anginosus F0211,"Streptococcus satellite phage Javan72, complete genome"
MK448607,Streptococcus satellite phage Javan720,,,14853,Streptococcus pneumoniae,"Streptococcus satellite phage Javan720, complete genome"
MK448608,Streptococcus satellite phage Javan721,,,8842,Streptococcus pneumoniae,"Streptococcus satellite phage Javan721, complete genome"
MK448609,Streptococcus satellite phage Javan722,,,13078,Streptococcus pneumoniae,"Streptococcus satellite phage Javan722, complete genome"
MK448610,Streptococcus satellite phage Javan723,,,13874,Streptococcus pneumoniae,"Streptococcus satellite phage Javan723, complete genome"
MK448611,Streptococcus satellite phage Javan724,,,13403,Streptococcus pneumoniae 23F,"Streptococcus satellite phage Javan724, complete genome"
MK448612,Streptococcus satellite phage Javan725,,,11904,Streptococcus pneumoniae 23F,"Streptococcus satellite phage Javan725, complete genome"
MK448613,Streptococcus satellite phage Javan726,,,13107,Streptococcus pneumoniae,"Streptococcus satellite phage Javan726, complete genome"
MK448614,Streptococcus satellite phage Javan727,,,15289,Streptococcus pneumoniae 670-6B,"Streptococcus satellite phage Javan727, complete genome"
MK448615,Streptococcus satellite phage Javan728,,,15357,Streptococcus pneumoniae,"Streptococcus satellite phage Javan728, complete genome"
MK448616,Streptococcus satellite phage Javan729,,,14823,Streptococcus pneumoniae,"Streptococcus satellite phage Javan729, complete genome"
MK448617,Streptococcus satellite phage Javan730,,,14111,Streptococcus pneumoniae,"Streptococcus satellite phage Javan730, complete genome"
MK448618,Streptococcus satellite phage Javan731,,,12536,Streptococcus pneumoniae,"Streptococcus satellite phage Javan731, complete genome"
MK448619,Streptococcus satellite phage Javan732,,,14301,Streptococcus pneumoniae,"Streptococcus satellite phage Javan732, complete genome"
MK448620,Streptococcus satellite phage Javan733,,,12244,Streptococcus pneumoniae,"Streptococcus satellite phage Javan733, complete genome"
MK448621,Streptococcus satellite phage Javan734,,,12065,Streptococcus pneumoniae,"Streptococcus satellite phage Javan734, complete genome"
MK448622,Streptococcus satellite phage Javan735,,,13363,Streptococcus pneumoniae,"Streptococcus satellite phage Javan735, complete genome"
MK448623,Streptococcus satellite phage Javan736,,,13616,Streptococcus pneumoniae,"Streptococcus satellite phage Javan736, complete genome"
MK448624,Streptococcus satellite phage Javan737,,,10554,Streptococcus pneumoniae,"Streptococcus satellite phage Javan737, complete genome"
MK448625,Streptococcus satellite phage Javan738,,,13201,Streptococcus pneumoniae,"Streptococcus satellite phage Javan738, complete genome"
MK448626,Streptococcus satellite phage Javan739,,,12501,Streptococcus pneumoniae,"Streptococcus satellite phage Javan739, complete genome"
MK448627,Streptococcus satellite phage Javan740,,,15185,Streptococcus pneumoniae,"Streptococcus satellite phage Javan740, complete genome"
MK448628,Streptococcus satellite phage Javan741,,,13963,Streptococcus pneumoniae,"Streptococcus satellite phage Javan741, complete genome"
MK448629,Streptococcus satellite phage Javan742,,,13198,Streptococcus pneumoniae,"Streptococcus satellite phage Javan742, complete genome"
MK448630,Streptococcus satellite phage Javan743,,,15983,Streptococcus pneumoniae,"Streptococcus satellite phage Javan743, complete genome"
MK448631,Streptococcus satellite phage Javan744,,,11561,Streptococcus pneumoniae,"Streptococcus satellite phage Javan744, complete genome"
MK448632,Streptococcus satellite phage Javan745,,,11796,Streptococcus pneumoniae GA17328,"Streptococcus satellite phage Javan745, complete genome"
MK448633,Streptococcus satellite phage Javan746,,,8812,Streptococcus pneumoniae GA47502,"Streptococcus satellite phage Javan746, complete genome"
MK448634,Streptococcus satellite phage Javan747,,,10324,Streptococcus pneumoniae,"Streptococcus satellite phage Javan747, complete genome"
MK448635,Streptococcus satellite phage Javan748,,,9550,Streptococcus pneumoniae,"Streptococcus satellite phage Javan748, complete genome"
MK448636,Streptococcus satellite phage Javan749,,,12613,Streptococcus pneumoniae,"Streptococcus satellite phage Javan749, complete genome"
MK448637,Streptococcus satellite phage Javan75,,,10673,Streptococcus anginosus MAS624,"Streptococcus satellite phage Javan75, complete genome"
MK448638,Streptococcus satellite phage Javan750,,,11755,Streptococcus pneumoniae,"Streptococcus satellite phage Javan750, complete genome"
MK448639,Streptococcus satellite phage Javan751,,,10647,Streptococcus pneumoniae,"Streptococcus satellite phage Javan751, complete genome"
MK448640,Streptococcus satellite phage Javan752,,,11927,Streptococcus pneumoniae SP6-BS73,"Streptococcus satellite phage Javan752, complete genome"
MK448641,Streptococcus satellite phage Javan753,,,13673,Streptococcus pneumoniae,"Streptococcus satellite phage Javan753, complete genome"
MK448642,Streptococcus satellite phage Javan754,,,12330,Streptococcus pneumoniae,"Streptococcus satellite phage Javan754, complete genome"
MK448643,Streptococcus satellite phage Javan755,,,14401,Streptococcus pneumoniae,"Streptococcus satellite phage Javan755, complete genome"
MK448644,Streptococcus satellite phage Javan756,,,10824,Streptococcus pneumoniae,"Streptococcus satellite phage Javan756, complete genome"
MK448645,Streptococcus satellite phage Javan757,,,12366,Streptococcus pneumoniae GA16121,"Streptococcus satellite phage Javan757, complete genome"
MK448646,Streptococcus satellite phage Javan758,,,13301,Streptococcus pneumoniae GA47033,"Streptococcus satellite phage Javan758, complete genome"
MK448647,Streptococcus satellite phage Javan759,,,18086,Streptococcus pneumoniae,"Streptococcus satellite phage Javan759, complete genome"
MK448648,Streptococcus satellite phage Javan76,,,9151,Streptococcus anginosus,"Streptococcus satellite phage Javan76, complete genome"
MK448649,Streptococcus satellite phage Javan760,,,13772,Streptococcus pneumoniae,"Streptococcus satellite phage Javan760, complete genome"
MK448650,Streptococcus satellite phage Javan761,,,15411,Streptococcus pneumoniae,"Streptococcus satellite phage Javan761, complete genome"
MK448651,Streptococcus satellite phage Javan762,,,12068,Streptococcus pneumoniae,"Streptococcus satellite phage Javan762, complete genome"
MK448652,Streptococcus satellite phage Javan763,,,12626,Streptococcus pneumoniae,"Streptococcus satellite phage Javan763, complete genome"
MK448653,Streptococcus satellite phage Javan77,,,13496,Streptococcus anginosus,"Streptococcus satellite phage Javan77, complete genome"
MK448654,Streptococcus satellite phage Javan79,,,9151,Streptococcus anginosus,"Streptococcus satellite phage Javan79, complete genome"
MK448655,Streptococcus satellite phage Javan80,,,13496,Streptococcus anginosus,"Streptococcus satellite phage Javan80, complete genome"
MK448656,Streptococcus satellite phage Javan81,,,10673,Streptococcus anginosus,"Streptococcus satellite phage Javan81, complete genome"
MK448657,Streptococcus satellite phage Javan82,,,10673,Streptococcus anginosus,"Streptococcus satellite phage Javan82, complete genome"
MK448658,Streptococcus satellite phage Javan86,,,9970,Streptococcus caballi DSM 19004,"Streptococcus satellite phage Javan86, complete genome"
MK448659,Streptococcus satellite phage Javan89,,,12810,Streptococcus canis,"Streptococcus satellite phage Javan89, complete genome"
MK448660,Streptococcus satellite phage Javan9,,,15671,Streptococcus agalactiae A909,"Streptococcus satellite phage Javan9, complete genome"
MK448661,Streptococcus satellite phage Javan96,,,13198,Streptococcus canis FSL Z3-227,"Streptococcus satellite phage Javan96, complete genome"
MK448662,Streptococcus satellite phage Javan97,,,15677,Streptococcus canis FSL Z3-227,"Streptococcus satellite phage Javan97, complete genome"
MK448663,Streptococcus satellite phage Javan98,,,11391,Streptococcus castoreus DSM 17536,"Streptococcus satellite phage Javan98, complete genome"
MK448664,Streptococcus satellite phage Javan99,,,9145,Streptococcus castoreus DSM 17536,"Streptococcus satellite phage Javan99, complete genome"
MK448665,Streptococcus phage Javan1,,Siphoviridae,38191,Streptococcus acidominimus,"Streptococcus phage Javan1, complete genome"
MK448666,Streptococcus phage Javan101,,Siphoviridae,37952,Streptococcus constellatus,"Streptococcus phage Javan101, complete genome"
MK448667,Streptococcus phage Javan105,,Siphoviridae,54689,Streptococcus constellatus,"Streptococcus phage Javan105, complete genome"
MK448668,Streptococcus phage Javan107,,Siphoviridae,37952,Streptococcus constellatus,"Streptococcus phage Javan107, complete genome"
MK448669,Streptococcus phage Javan11,,Siphoviridae,36754,Streptococcus agalactiae BSU248,"Streptococcus phage Javan11, complete genome"
MK448670,Streptococcus phage Javan113,,Siphoviridae,37901,Streptococcus constellatus,"Streptococcus phage Javan113, complete genome"
MK448671,Streptococcus phage Javan115,,Siphoviridae,38959,Streptococcus cristatus,"Streptococcus phage Javan115, complete genome"
MK448672,Streptococcus phage Javan117,,Siphoviridae,40234,Streptococcus dysgalactiae,"Streptococcus phage Javan117, complete genome"
MK448673,Streptococcus phage Javan119,,Siphoviridae,48294,Streptococcus dysgalactiae,"Streptococcus phage Javan119, complete genome"
MK448674,Streptococcus phage Javan123,,Siphoviridae,37428,Streptococcus dysgalactiae,"Streptococcus phage Javan123, complete genome"
MK448675,Streptococcus phage Javan129,,Siphoviridae,42310,Streptococcus dysgalactiae,"Streptococcus phage Javan129, complete genome"
MK448676,Streptococcus phage Javan131,,Siphoviridae,44876,Streptococcus dysgalactiae,"Streptococcus phage Javan131, complete genome"
MK448677,Streptococcus phage Javan133,,Siphoviridae,38145,Streptococcus dysgalactiae,"Streptococcus phage Javan133, complete genome"
MK448678,Streptococcus phage Javan135,,Siphoviridae,39497,Streptococcus dysgalactiae,"Streptococcus phage Javan135, complete genome"
MK448679,Streptococcus phage Javan137,,Siphoviridae,37335,Streptococcus dysgalactiae,"Streptococcus phage Javan137, complete genome"
MK448680,Streptococcus phage Javan139,,Siphoviridae,35722,Streptococcus dysgalactiae,"Streptococcus phage Javan139, complete genome"
MK448681,Streptococcus phage Javan141,,Siphoviridae,42448,Streptococcus dysgalactiae,"Streptococcus phage Javan141, complete genome"
MK448682,Streptococcus phage Javan143,,Siphoviridae,37721,Streptococcus dysgalactiae,"Streptococcus phage Javan143, complete genome"
MK448683,Streptococcus phage Javan149,,Siphoviridae,41754,Streptococcus dysgalactiae,"Streptococcus phage Javan149, complete genome"
MK448684,Streptococcus phage Javan151,,Siphoviridae,35995,Streptococcus dysgalactiae,"Streptococcus phage Javan151, complete genome"
MK448685,Streptococcus phage Javan155,,Siphoviridae,36243,Streptococcus dysgalactiae,"Streptococcus phage Javan155, complete genome"
MK448686,Streptococcus phage Javan157,,Siphoviridae,40260,Streptococcus dysgalactiae,"Streptococcus phage Javan157, complete genome"
MK448687,Streptococcus phage Javan159,,Siphoviridae,36052,Streptococcus dysgalactiae,"Streptococcus phage Javan159, complete genome"
MK448688,Streptococcus phage Javan161,,Siphoviridae,42720,Streptococcus dysgalactiae,"Streptococcus phage Javan161, complete genome"
MK448689,Streptococcus phage Javan163,,Siphoviridae,40438,Streptococcus dysgalactiae,"Streptococcus phage Javan163, complete genome"
